borrower_id,loan_amount,loan_tenure,interest_rate,default
149,600218,48,13.488896104957501,0
150,783952,34,17.254942335110705,0
151,493316,35,16.861592362636923,1
152,378129,49,9.75444565198118,0
153,789443,37,11.04538004453306,0
154,749513,31,10.025269815332837,0
155,725669,13,11.447940933984858,0
156,191203,44,17.94846336558827,0
157,307692,19,9.28901200345828,0
158,360917,45,15.139955587832375,0
159,494378,44,15.727364568513815,0
160,442754,39,13.180189512915574,1
161,470167,44,13.405539967602795,0
162,219891,54,14.468866971281804,0
163,680694,17,9.609665450885034,0
164,694513,23,14.785928038421549,0
165,448393,59,13.833329360755403,0
166,594335,46,15.541780075985562,0
167,862348,33,12.396402452554547,0
168,970368,41,9.129567396293364,0
169,778329,42,17.53210204939415,0
170,260373,17,9.594748585580929,0
171,116240,49,11.209070200455784,0
172,664085,16,16.12441651759646,1
173,578346,27,9.597174999106079,0
174,639987,54,12.505463852630673,0
175,375428,51,8.779570228231453,0
176,371397,57,16.544337646716183,0
177,818651,25,8.536838561181588,1
178,115244,33,17.706717335189936,1
179,119707,30,11.569746685034062,0
180,805738,27,14.223150500724877,0
181,446859,47,9.06517397429202,0
182,647910,43,13.783227070089561,0
183,382268,26,17.742412047408003,0
184,151764,19,11.546213482008898,0
185,800126,14,10.119951615136168,0
186,302667,44,12.891346836782759,0
187,614097,12,14.041182881738491,0
188,392635,53,16.442997493775987,0
189,611256,50,16.203294609446736,0
190,844022,51,8.076060578086741,0
191,609401,48,10.992265726278381,1
192,206358,46,14.199226247493423,0
193,191747,33,11.288342445065116,0
194,778354,53,17.47737143042763,0
195,654416,14,14.93872778859763,1
196,393559,45,11.281501151271977,0
197,675480,30,8.45034792534836,0
198,224263,14,15.554714323780033,0
199,128248,38,14.70468414937795,0
200,511131,39,11.213713977831564,0
201,733817,20,13.264349374930578,1
202,472298,49,15.140322139313913,0
203,122855,14,8.174724578704767,1
204,941793,43,10.671936941181045,1
205,149906,38,8.393082368902771,0
206,595441,50,10.046025112073366,0
207,348034,19,8.634809646036516,0
208,110888,29,15.320944909691494,1
209,843061,42,17.03267802356646,1
210,425696,45,8.826547066384085,0
211,839020,25,13.568473196702572,0
212,746449,18,12.725569911613904,0
213,586532,45,15.171068783341049,0
214,906367,23,10.499917185350997,0
215,482833,21,12.77673043637561,1
216,696713,53,10.362933055354855,1
217,436168,13,17.004179568790615,0
218,935830,40,17.039054090440608,0
219,539055,29,10.290178568826018,0
220,230020,44,17.48567846343974,1
221,838055,55,8.656466983287192,0
222,335473,26,8.375860146322285,1
223,172020,30,16.272828706582455,0
224,690631,27,17.897994282302506,0
225,845405,14,17.7329775673589,0
226,798664,53,8.627784907634343,0
227,961214,32,16.187023119640802,1
228,188254,25,16.102001592226014,0
229,853098,26,10.48496881196074,0
230,490906,51,9.890042161641617,1
231,925344,36,11.906670583251062,0
232,769173,15,15.06862452287908,0
233,981944,41,11.665641247571479,0
234,773397,37,13.403895030405627,0
235,754914,14,11.934101234840485,0
236,386897,19,15.159617358451664,1
237,921554,51,13.836961598742619,0
238,576582,26,16.56963776542993,1
239,897767,52,8.703246398678768,0
240,711992,38,15.410364259735283,0
241,533259,59,14.759659115126341,1
242,607818,19,12.740209571157859,1
243,562097,25,12.316171384007063,0
244,522315,54,17.79913264262266,0
245,154160,16,11.97664605797804,0
246,994263,19,11.312969097350184,1
247,210819,42,17.477263004996786,0
248,281641,43,12.156826111883875,0
249,622357,51,14.44434282797044,1
250,871026,28,16.949855786177483,0
251,931723,57,11.897789530381564,1
252,568152,27,8.664992836087684,1
253,658454,33,8.762018793728952,1
254,559056,13,8.762528649616344,0
255,558945,27,14.744374399998382,0
256,638385,24,11.069069734237159,0
257,805240,21,9.972047527232725,0
258,244315,30,17.086854279187644,0
259,365055,20,10.941597273983378,0
260,875374,36,8.153906843739044,0
261,498309,57,15.052903871317659,0
262,235484,34,16.946023496652643,0
263,937826,36,9.317390191690253,0
264,190644,59,8.543578592519436,0
265,105061,26,12.043757664644987,1
266,318481,36,13.542504376386868,0
267,474688,41,13.161708291637156,1
268,362023,42,17.926204876589495,0
269,830922,45,15.63938291479265,0
270,296928,58,12.59230666772884,1
271,853650,18,16.087928320557197,0
272,985957,54,11.30154524133172,0
273,271089,38,12.825029289331841,0
274,707503,28,11.180545794019107,0
275,531857,37,15.158766179512906,0
276,149120,58,15.095542144103906,0
277,480521,44,17.44461475061025,0
278,336386,58,16.490712264662616,0
279,823433,28,16.035734581702094,0
280,491255,21,8.08863238482107,0
281,421300,25,15.081784324864968,1
282,583314,23,10.505189137250568,1
283,821850,51,8.987282839930637,0
284,961700,21,17.47566308981562,0
285,630119,16,11.592584452864575,0
286,570926,19,9.607212070063454,0
287,257682,56,12.58174710214818,0
288,571987,40,13.83256637686973,0
289,452055,32,17.490498272835023,0
290,401864,30,8.51195249656893,1
291,142017,24,17.33158287646496,0
292,911690,21,15.768165010005042,1
293,191758,14,17.964347345747196,0
294,368889,54,15.119198788365992,0
295,363906,50,13.963841445418653,1
296,900139,19,10.035649943784136,1
297,579622,17,16.36870431149316,0
298,991592,32,13.502756815895394,0
299,882164,42,14.91214852567867,0
300,197559,34,16.33174804078244,0
301,656163,43,14.665479173759646,0
302,497776,49,9.575859221665386,1
303,793731,52,11.255682273569738,0
304,244173,57,11.968114437376093,0
305,794825,16,13.0999027937515,0
306,433884,32,10.522060841699004,0
307,790636,16,13.234656472826446,0
308,378974,23,16.861687956180603,0
309,570930,30,12.60620208380482,0
310,867413,52,11.268135856319464,1
311,687207,16,16.111304077533564,0
312,559868,40,13.866733881025787,1
313,650684,36,17.931407628166188,0
314,344586,40,12.86089900917236,0
315,977630,59,10.2676040903594,0
316,191143,19,13.478239549823757,0
317,550694,59,8.916592962799848,0
318,122502,57,16.497016006126945,0
319,673728,27,10.263916270017315,0
320,471610,32,14.837667332666356,0
321,771913,40,8.016877498097864,0
322,680791,43,15.09647702233131,0
323,509525,30,8.135862150862025,0
324,432150,41,10.19476324627379,0
325,996988,24,15.798318340195488,1
326,380277,35,10.053415284199588,0
327,225436,46,10.591791233134412,0
328,553078,27,9.63896932936259,0
329,363621,40,8.271249934630877,0
330,169880,41,15.103843872894952,1
331,596000,50,16.969136461611352,0
332,675306,41,15.05076620558775,0
333,651009,56,10.200814005310779,0
334,588711,23,16.03200145744248,0
335,553392,20,15.314766292662128,0
336,896586,23,16.588631424995633,0
337,980772,43,12.056794276624952,1
338,928298,32,10.333663303409148,0
339,208089,55,17.281488412128077,1
340,902279,49,16.849803025221846,0
341,245235,57,10.568571237294332,0
342,986055,37,9.46849657259166,0
343,417747,51,9.56190593301252,0
344,646656,15,14.29549102627893,0
345,312235,28,8.999809361205402,1
346,201781,31,16.76596973446023,0
347,908106,55,12.672971251872486,1
348,620649,44,9.103031218388775,0
349,323048,34,14.150267026963741,0
350,602904,28,14.103834909666983,0
351,584796,20,13.211976847224726,0
352,912109,59,16.660295913696878,0
353,676568,56,12.151670569442254,1
354,463788,14,10.369937400301064,0
355,240808,25,12.632544707545383,0
356,922830,50,14.656381819232438,0
357,949032,32,15.105270887463867,0
358,299784,33,17.183028121552148,0
359,400247,18,14.561634555646101,0
360,684223,30,14.209926315625754,0
361,623820,23,13.84564309440254,0
362,211431,31,15.699725237536589,1
363,638402,46,12.770766058088103,1
364,490527,57,17.9337451113819,0
365,575333,55,10.887622056654175,0
366,995098,26,12.951818930009802,0
367,464666,57,14.995554617042384,0
368,759474,14,11.138428799535063,0
369,738917,32,11.128719852109002,0
370,438130,16,8.657453170820844,0
371,908618,26,10.188881574067114,0
372,418007,17,15.137648996126249,0
373,960126,13,10.124792894356242,0
374,901983,48,15.544997338610743,0
375,884362,21,13.554756394914243,0
376,550955,30,14.216330130616159,0
377,487660,24,17.754360470672726,1
378,184678,42,9.552170830519959,0
379,247588,58,11.087974336243558,0
380,943038,31,15.249321930724912,0
381,660446,55,8.147997481594505,0
382,171043,38,11.357899850954052,1
383,724010,15,13.558797318675348,0
384,589602,32,11.671983471575384,0
385,683165,44,10.017904633679862,0
386,738734,46,13.920351121676541,0
387,157941,35,11.878976033785213,0
388,293941,18,17.65000303657966,0
389,571118,56,11.037482080990056,1
390,577586,12,8.232401076612312,0
391,729286,54,13.578120577170456,1
392,185497,52,16.98041791267611,0
393,364565,43,17.204581994533427,0
394,283101,29,10.442235600596195,0
395,768264,48,16.626398646923967,1
396,108108,32,13.171424756304472,0
397,718020,41,17.67205286555172,1
398,932603,26,12.456876154805379,0
399,619724,34,16.259344694111665,1
400,814387,50,16.2642250114418,1
401,392717,41,17.343739832566694,0
402,589778,12,13.072164709841532,0
403,509669,59,15.562540320154433,1
404,872413,28,9.679354307910803,0
405,536776,55,15.515360958129989,0
406,916296,25,13.215686282299846,0
407,970607,59,15.988284113237953,0
408,404920,19,8.685029644272232,0
409,618341,23,9.358254883869401,0
410,153417,55,11.051880380227908,0
411,254740,37,13.9067507288885,0
412,829304,31,13.393172672581645,0
413,734610,26,15.049339944204174,0
414,460738,50,15.527554190762096,0
415,968128,57,15.11472444454006,0
416,511397,59,10.653326046969099,0
417,104337,25,13.271854625593937,0
418,447205,28,17.33758329790066,0
419,389136,34,11.464011203592511,0
420,197378,21,9.230850335550693,0
421,964069,27,11.07155090763091,0
422,158095,55,13.507699799830771,0
423,564316,21,12.462070551794643,0
424,522481,18,14.021635639186563,0
425,117140,20,14.091764774981328,0
426,283981,49,16.635212467599523,1
427,543884,40,14.793455518292577,0
428,283150,25,9.834653000280218,1
429,963724,41,15.313626156327508,0
430,315530,15,13.274034786136763,0
431,791926,31,15.716361787596487,1
432,426386,23,9.216140836456415,0
433,492602,26,16.74264687713434,0
434,555372,14,9.371289319511117,0
435,743371,31,12.644583628888778,0
436,718292,35,12.570513475008342,0
437,670244,47,15.097030674513253,0
438,732687,31,16.12311392453849,0
439,139981,47,15.375081208388085,1
440,906623,42,11.230628608837215,0
441,826041,16,12.258554742061495,0
442,267006,22,17.308544810408932,0
443,325151,48,10.186747541080955,0
444,751565,42,17.613169064786195,1
445,714964,28,9.428228134532453,1
446,181132,18,15.329386664956028,1
447,979921,30,15.32754827893822,0
448,898482,13,11.747811196612936,0
449,319863,18,15.42321486707922,1
450,557631,23,16.956974191118555,0
451,604296,48,9.249685876092538,0
452,378083,41,17.06226676981612,1
453,567165,32,15.71947338098541,0
454,412140,48,9.857654119449437,0
455,908107,22,17.213544427403413,0
456,804753,34,16.044709698844418,1
457,401883,33,8.509406018592166,0
458,235897,27,9.705041818382378,0
459,529125,58,12.117050629527851,0
460,718366,53,15.748379694535352,1
461,442841,16,9.36515197857511,0
462,882329,40,9.982558382589932,1
463,676057,56,8.327709470401459,0
464,607885,13,16.96234339704495,0
465,743654,21,16.898750433069505,0
466,644610,40,12.812426746828686,0
467,376906,42,15.05092740825802,0
468,410496,55,11.354763711501489,0
469,751952,57,9.883667654124736,0
470,984459,18,9.64506458423784,0
471,194434,24,17.38357099172163,1
472,348565,50,13.938028152165915,0
473,545597,52,8.265963042552833,0
474,719838,53,13.150138585589083,1
475,919218,18,17.118175070561396,0
476,855106,30,9.197556127369053,0
477,937335,17,14.470584991223268,1
478,404363,43,13.60753240901573,1
479,564108,31,12.94630321881857,0
480,227826,58,17.643879787041822,0
481,136386,29,16.88742968271267,0
482,162890,18,15.715568078957478,0
483,616156,56,15.280369978620332,0
484,893076,47,11.267296912471707,0
485,443535,22,14.825939044857673,1
486,500825,37,13.510803540783167,0
487,593207,32,11.33254722999139,0
488,294309,43,14.733323231191617,1
489,557759,35,8.961710658643874,0
490,833669,48,10.99078432459521,0
491,895037,40,17.98692761668841,0
492,422502,21,14.666714040235709,0
493,176959,26,13.527701069880843,0
494,105730,20,16.94721842577006,0
495,237418,35,10.083286325385437,0
496,680347,28,14.760845447634239,0
497,477903,25,13.432834619393587,0
498,153678,46,8.769657520822511,0
499,340910,42,9.5484998645444,1
500,678397,37,13.929770039688346,0
501,725817,25,12.251970483135812,0
502,429883,18,15.829779027365342,0
503,519789,50,9.396271807897657,0
504,241277,12,11.036783951716815,0
505,564482,16,17.59858685514259,0
506,119445,29,12.408295874181249,0
507,882137,29,8.264836227691445,0
508,430166,53,9.495524353202276,0
509,639845,24,10.323412291206811,1
510,844575,16,9.40030559575878,0
511,508955,38,14.556425193518438,0
512,102475,48,16.172383442458557,0
513,262793,14,10.70340052369271,0
514,227004,55,8.04043087416028,0
515,242318,58,12.048614765667693,1
516,787501,34,9.530205957028596,1
517,213040,56,14.8381346402962,0
518,293047,23,16.940931542889736,1
519,172344,12,13.851261182870724,0
520,386107,48,12.51333447631698,0
521,905540,12,14.254657015557305,1
522,695882,55,13.957123011234305,0
523,894816,37,13.709606552624626,0
524,166008,29,15.16091688393487,0
525,631742,19,9.81193215652447,1
526,870889,43,10.459086675205175,1
527,751026,37,12.222689949826208,0
528,856440,49,16.451857379427057,0
529,655987,49,10.313530889278319,0
530,972530,24,11.946689511416483,0
531,429467,26,12.024210591952514,0
532,510824,48,8.58944453919532,0
533,459913,19,10.270269055208875,0
534,178318,22,15.495619270871053,0
535,627368,26,15.629747333235597,0
536,170746,56,17.10341338058938,0
537,836236,50,13.423857702619756,0
538,378066,46,10.0104635406775,0
539,803269,18,14.666336176960868,0
540,213276,56,16.602420419982867,0
541,667770,53,17.837440994452795,0
542,383992,34,15.044679675225257,1
543,969583,30,10.235542365827724,0
544,295281,45,17.164638913485543,0
545,497040,20,10.626673009448178,0
546,793329,42,15.150610638577522,0
547,410702,40,13.505377827907875,0
548,715255,15,11.845130417966356,0
549,400791,46,8.949168674969439,0
550,575016,47,10.562626746748677,0
551,296577,46,12.40980008238111,0
552,765303,24,14.970466147702131,0
553,619113,53,10.647148843167221,0
554,858351,19,10.479216579280534,0
555,218114,31,9.001178616782461,0
556,303689,47,10.992431183663207,1
557,293101,12,10.78088540010357,1
558,291897,28,12.50354623981051,0
559,678376,29,13.813798856766843,0
560,119541,38,12.818956649116737,0
561,268893,51,16.390703747882355,0
562,540123,48,17.65939820136456,0
563,159626,30,13.436194783458863,0
564,391017,47,17.393366089830483,0
565,478446,55,16.209161683685082,0
566,202631,32,16.91132928142947,0
567,230463,54,9.674917008310153,1
568,615668,14,17.212238665825442,0
569,501053,47,9.036308967222,0
570,717964,34,12.030934240517032,0
571,579641,43,10.978843726859235,0
572,436344,17,8.947456870596543,0
573,597818,29,8.145574138983852,0
574,660018,23,12.839292898013952,0
575,681843,13,12.189792286726897,0
576,706252,16,10.843137549321167,0
577,362302,33,11.343097840271692,0
578,904947,34,8.879917427634823,0
579,835396,18,10.120868650403017,0
580,295039,29,17.62570027719395,1
581,467622,37,15.883110218167129,0
582,605321,30,17.060790792214238,0
583,753571,15,8.049186469186285,0
584,753425,59,8.444219334731088,0
585,276480,53,11.440868174129394,0
586,723100,58,10.923027117520093,1
587,866622,26,11.73860926516177,1
588,988369,19,16.52812315834654,0
589,160054,44,9.49925371563606,0
590,208784,12,13.935692297165502,0
591,905244,15,10.60431362925588,0
592,779076,35,8.800990075428887,0
593,976899,29,11.352173486294381,0
594,577742,32,14.247803302903943,0
595,977415,16,10.284747531217066,0
596,777910,42,16.892234999670453,0
597,640520,23,13.7977678611985,1
598,337456,32,17.032698680498953,0
599,169494,39,13.137804713825814,1
600,830687,35,15.114459389210907,0
601,462482,25,10.179691247068929,0
602,841855,52,13.310233969382221,1
603,235773,54,16.32957332170329,0
604,598281,18,17.78523261916953,1
605,726773,13,9.292113850966103,0
606,619628,34,11.45549156506574,0
607,867303,22,12.797140772510328,0
608,924860,35,11.979091873424746,0
609,937685,53,11.147297669321748,0
610,656033,46,10.218123725711916,0
611,559748,18,17.63045530897905,0
612,950103,50,8.642911140450366,0
613,863279,12,11.979683800894321,0
614,975016,50,12.15755470234283,0
615,259585,49,14.75859873048514,1
616,674899,43,8.167417910608155,0
617,611324,20,12.533643456087722,0
618,586587,55,16.727889108477296,0
619,386114,58,14.1934080324642,1
620,478147,32,11.611418931790865,1
621,385951,25,12.30426827294366,0
622,239204,12,17.99216438259303,0
623,380894,27,15.09530730891031,1
624,697221,33,13.46864823525284,0
625,675947,21,9.32268548669616,1
626,997879,29,15.405684285018555,0
627,586665,56,14.510185560835787,0
628,297722,54,12.447749211869311,1
629,864299,26,8.311245313341828,0
630,854724,14,11.062538608523585,0
631,956830,45,13.777978035405738,0
632,757135,23,9.56867772806095,0
633,361303,44,12.411295332357316,0
634,164481,22,13.514175570392116,0
635,829854,13,15.330917320599701,0
636,450209,28,15.120511130354071,1
637,805420,53,12.819870965022318,0
638,708327,49,10.097364046449673,0
639,159833,29,17.647118600187984,0
640,848987,35,10.123185862879923,0
641,732027,54,11.310119130839716,0
642,376995,52,17.415381578594147,0
643,668420,27,10.683924978957455,0
644,748765,35,8.857296894889847,0
645,568104,59,13.211537892301738,0
646,418878,35,14.882533751503438,0
647,365412,14,8.791050084708617,0
648,867194,35,15.256218793883036,0
649,136662,15,13.20502026043298,1
650,993383,37,11.822166909876321,0
651,412295,15,14.106933155793248,1
652,390935,20,17.5794940450317,0
653,850853,57,17.851135130409922,1
654,624323,43,8.92962362565493,1
655,123648,53,16.44381945202907,0
656,878121,30,8.201351109386277,0
657,933243,14,8.318142908782978,0
658,230299,22,9.542662088352383,0
659,405588,43,17.95368312270381,0
660,941897,29,8.779615124820548,0
661,821197,45,12.293961718645448,0
662,629497,16,10.052824916866763,0
663,703711,45,13.754113120923902,1
664,697659,30,8.659829244245199,0
665,347376,38,9.911514880126052,0
666,762249,23,11.763547272492499,0
667,829876,58,11.461856750035402,0
668,604188,12,9.356243489517038,1
669,272115,54,8.91824232788757,0
670,771622,44,15.072107725466948,0
671,396285,49,10.097422532802915,0
672,272754,33,8.220341295551357,0
673,718226,39,16.139514982382142,0
674,843967,54,8.513947074887206,0
675,898063,50,8.059330156151729,0
676,799077,54,17.81779956388805,0
677,513341,15,8.594535464922034,0
678,236834,43,11.337218703626213,0
679,739607,57,14.294838273015547,0
680,673900,47,15.907125446685576,0
681,657810,17,11.44400592784089,0
682,809671,26,15.03896338334937,0
683,697700,46,14.565032782443156,0
684,488929,59,15.184246586740338,0
685,735265,54,12.532102923155492,0
686,721345,31,8.759230529733589,1
687,490365,34,13.818823948368756,1
688,397101,59,15.283392066774132,1
689,293409,58,9.971305414338918,0
690,648456,38,16.835843989144287,0
691,449748,30,13.6142059699772,0
692,359515,44,17.259567915027514,1
693,130252,24,9.95582684604798,0
694,731842,26,11.471850799707754,0
695,129957,57,11.791617562044753,0
696,683541,23,10.881363985024144,1
697,146229,14,13.425743530267637,0
698,653185,28,13.585129785954324,0
699,740880,14,11.850600626496094,1
700,730806,52,13.595496560670792,1
701,165515,56,11.535730397837591,0
702,550531,39,17.374005238569364,0
703,444588,53,11.423837836684067,0
704,702594,39,17.54525676898831,0
705,882502,17,16.546680680805032,0
706,617392,15,17.609191525253337,0
707,697720,35,14.597740006696034,0
708,671128,43,10.461043175422594,1
709,705666,34,8.968701681403129,0
710,284883,40,8.6339733868284,0
711,521267,21,9.43064669267431,1
712,746276,50,12.094185906267047,0
713,907851,46,11.760701582255251,0
714,367678,40,12.344249188916997,1
715,358158,42,8.117077519153991,0
716,850981,16,14.350105204148269,0
717,896222,34,17.173743117064177,0
718,782911,16,13.960406006546147,0
719,780814,55,16.74911504993881,1
720,612929,58,11.34768283943566,1
721,889265,20,15.311092517162356,0
722,479466,32,16.953201782183868,0
723,524645,28,12.006524298531684,1
724,618031,42,14.860028014395342,0
725,510318,58,17.613504880049735,0
726,206966,20,15.309048053921885,1
727,294975,49,9.952797669613854,0
728,349141,44,14.914949882085782,0
729,887858,58,14.243863177102666,1
730,103398,23,17.93289901763818,0
731,605983,24,12.938397922213687,0
732,524454,48,13.188322521096357,0
733,882673,32,17.742282114207143,0
734,430517,19,11.340835437185097,0
735,767821,36,12.813963302343723,0
736,920288,45,10.788331094283388,0
737,702919,19,9.504932362382918,0
738,329986,47,16.601850689592837,0
739,945227,32,10.575157373151647,0
740,388251,49,10.027492338689514,1
741,438001,47,15.601679071701303,0
742,195543,35,15.616930080963183,0
743,934296,37,13.217861436216658,0
744,687601,56,12.414749962947388,0
745,706514,25,10.31821251785804,1
746,404329,58,13.46891387057595,0
747,778926,42,15.52538564299575,0
748,611763,20,14.608604178202906,0
749,661084,23,14.828750263972594,0
750,851391,32,10.853327026188996,0
751,552014,12,11.058805329947251,0
752,704666,29,10.530551975586233,0
753,430802,38,17.62982659234164,0
754,262126,19,9.991263250316132,0
755,657932,22,8.061092547644975,0
756,161358,15,9.524008189292731,0
757,314497,56,16.96283239139346,0
758,670020,50,8.561420368954295,0
759,438702,43,16.59823496851674,0
760,655579,39,14.064834286346768,0
761,473510,57,12.77846911239495,0
762,482179,13,16.205371432526164,0
763,920683,49,12.120688550875037,0
764,824275,27,9.479147481227868,0
765,269554,16,13.243293362689945,0
766,504240,13,10.596019628780851,0
767,429968,32,15.149264473136546,1
768,982588,27,17.220424517902362,1
769,327969,28,9.68961053048168,0
770,144307,35,12.364449233201814,0
771,618339,36,12.94890322682173,0
772,585093,34,11.658827803538095,0
773,250481,22,9.573563296192917,1
774,285543,51,10.078728907653671,0
775,285837,53,11.74646264361261,0
776,735911,46,14.114241540568823,0
777,832268,39,16.83406905725659,1
778,855850,30,13.30428426552579,1
779,189992,24,9.132291542563967,0
780,232658,16,9.656646165019628,0
781,182868,14,13.828360343322451,0
782,748155,27,17.73692632249566,0
783,603326,44,14.333233279758927,0
784,831925,13,12.942193707321286,0
785,168177,52,14.444373861280507,0
786,540009,33,12.749514735675431,0
787,595422,28,15.862035676791985,0
788,910163,54,16.908122516928042,0
789,669977,31,12.934825260812351,0
790,881834,18,15.149756141585272,0
791,390898,53,13.710707537507705,0
792,532479,32,14.61769314821913,0
793,447453,19,12.150611877002682,0
794,618410,37,16.624299711075647,1
795,983887,23,17.562434567287923,0
796,813444,54,17.832949065371857,0
797,580036,21,17.02409776560366,0
798,474885,16,8.518054448308655,0
799,949294,23,17.50602185061406,0
800,541533,50,9.439950336987835,1
801,847407,12,15.932937745172751,0
802,839336,56,11.463152691114963,0
803,757303,42,8.296991631824774,1
804,170638,50,14.617407680727968,0
805,980297,51,12.969567867138636,0
806,260631,29,10.712848380815922,0
807,550743,18,17.03399854740058,1
808,963150,20,11.652177978265826,0
809,398803,14,13.225471949582808,0
810,115661,45,16.301728785295563,0
811,239414,15,15.173315576146491,0
812,992203,44,8.345433372113815,0
813,549562,28,13.454058938711993,0
814,120993,30,10.397010493401531,1
815,499198,36,14.89170498030964,1
816,378238,33,12.468926717575666,0
817,935833,46,12.089615684487672,0
818,961447,21,15.321419706127458,1
819,204513,51,13.403802093298113,1
