amount,txn_count_5m,avg_amount_5m,is_fraud
373.95077947401074,4,127.73455177097871,0
319.4730103851747,3,240.2038582629205,0
422.1102658954986,2,270.20104607565565,0
340.85542301983725,1,258.79554746531966,0
477.12792217268213,1,167.3425560791349,0
493.7527629965966,3,251.6071673207565,0
112.80450039481758,1,185.9023943325808,0
201.25688815951935,2,242.56187536277153,0
347.8230793729574,3,184.0596738473735,0
131.22844776260467,1,288.15245562898707,0
484.9278152346622,3,52.24977534173432,0
153.47554083559837,4,106.46101541992749,0
314.39814797488344,3,172.25805139603847,0
64.10827502313381,4,84.64090950797808,0
269.0512428366993,3,295.06498399962027,0
331.4465832828921,1,173.14017297520266,0
269.1189942781673,4,189.32059904061907,0
192.70801697580617,2,286.265745338491,0
145.5704759307093,2,189.0254700975228,0
409.24043236249855,3,224.92220697395496,0
356.0696631597721,1,230.3179977937831,0
340.49881498765916,3,66.1049676977325,0
357.4517150152073,2,142.2597690557052,0
197.71714420749043,1,50.97315341935433,0
201.60806240966988,4,54.622295562106856,0
259.5258363577191,1,112.6216203412618,0
155.5761542681352,4,259.870269422221,0
148.3759635173075,3,191.92135360125,0
147.6568666050172,2,197.80704757136002,0
22940.5153824135,14,9166.347159852581,1
56.551382226455154,4,155.19874003259457,0
287.65402703860457,3,202.52246773923326,0
89.55090119750888,2,239.44854009146061,0
204.58132073037123,1,189.9844068117629,0
104.05058637606868,3,206.0574876056799,0
268.7203647602155,4,237.49671024988692,0
425.4071879099799,3,73.28121217601756,0
408.5521184645147,2,261.58055415473973,0
389.3915434681732,1,211.42450901056708,0
251.49200187112447,3,80.13605340357076,0
111.5222085977664,2,154.69698357976773,0
181.97172096522073,4,200.5451016151308,0
149.58183446398144,4,96.99052724444735,0
430.3130063952578,1,286.2866333860726,0
170.9026260640151,3,90.10156552236025,0
62.715304063180746,2,73.38738326046678,0
80.11324548049913,3,208.69675074402656,0
285.02161012100686,2,250.19730207062156,0
499.46369773597564,1,250.71452522025473,0
197.3953310773483,3,251.76609365831612,0
321.1488541052619,3,144.52850246133409,0
268.62478661961507,3,256.78486524718613,0
320.139223088531,3,146.6867805111859,0
7358.850468109741,14,9146.433658505362,1
254.50921451567146,4,52.0577186051341,0
99.22832467037573,3,247.7494687735502,0
85.39078871088547,2,284.30087491930294,0
5877.403085394197,6,7464.521489642285,1
332.9730925219227,1,230.8141822947976,0
11436.6931124149,7,7843.807683069716,1
104.66778112341395,2,131.3917856493872,0
263.0353097640095,1,70.87863233647366,0
338.35950371518777,1,228.33087975585136,0
80.54607061316837,1,98.9801971112348,0
469.91684842370904,1,128.54759252606678,0
444.82968271936517,2,92.32155140435123,0
306.9302907260973,1,157.92625877963206,0
11.907298049980128,1,67.56795935793714,0
188.69539362018207,2,172.48047806605413,0
244.98076099982146,3,124.91903290980167,0
196.91744308105714,2,117.03538872521698,0
219.51425685104567,4,198.31514758223398,0
490.33642758690917,3,266.11963558024433,0
486.88815390480255,4,56.11837287481451,0
484.94087938890584,3,94.51270199431644,0
464.12891860541913,3,197.81855203444397,0
116.08570336658302,1,260.0743628212824,0
424.68182741518416,3,205.83890163050432,0
231.85580235954544,4,168.97364413828876,0
337.25497525850864,2,50.674728939063506,0
439.4752090225013,2,212.90311842577677,0
411.9922631872962,1,70.3368675925861,0
139.37518770647674,4,116.34370862045891,0
420.01933910677843,1,278.41486825276934,0
389.7915057791968,2,274.2308870156842,0
114.36682939952038,3,249.35176021756283,0
226.64073875921892,1,202.15789575552733,0
217.823184881554,3,163.60587165418127,0
101.98626555277004,2,76.77049402056672,0
380.5758663729252,1,254.20583688865023,0
462.2637128907598,4,274.41769376775585,0
66.4764969742157,4,220.09761180282945,0
66.77889476668321,3,289.049387241983,0
263.81041567554735,1,209.71284810999794,0
487.297791961642,3,122.72377153131545,0
406.945897752639,3,200.68172017496343,0
269.9242873392824,3,77.99116194328622,0
241.57385512923997,4,61.632070273317225,0
368.52682373950216,4,124.70533314155539,0
421.2198973443532,1,66.8037485778281,0
178.26022866981617,3,57.42091174980014,0
350.9020204287809,3,60.59029861695029,0
143.9368732937132,1,253.89193801537186,0
9638.471120929784,14,7433.383379996291,1
237.7933272755434,4,84.78713304534722,0
17300.45924271601,12,3452.5885747581897,1
226.7357099418649,1,76.1420405994023,0
385.5652523766737,2,257.12292054182893,0
123.36127047014166,3,151.10219075605428,0
349.31092126932225,3,107.30915048078256,0
69.07462393574565,3,56.08358627285082,0
457.4941814032233,1,196.9989522832035,0
68.51922717496157,4,102.42952426207873,0
314.940686244075,4,254.07047034696603,0
207.4560895344157,2,197.4112521223939,0
153.7343053332248,2,238.38233889172642,0
278.8099408578456,2,257.1019994796617,0
273.4694229017836,1,167.73547616943497,0
302.05178321770865,2,116.71175459632563,0
254.1812438909621,1,209.34315216237385,0
179.54730046574116,3,294.1344139910955,0
119.03756859268145,3,165.0205869514714,0
209.53963983030897,4,116.87126136159854,0
279.2741334528173,3,263.83895724017043,0
123.82003584460308,3,105.03079862868572,0
416.118044218887,3,212.7425762591912,0
271.3796954962731,4,170.01601226664587,0
228.15112086185067,3,246.46461448609668,0
234.71163477586674,2,221.36440205579282,0
330.0527104690749,3,269.1004651898459,0
364.595192016974,4,193.57325048856111,0
150.41247809166933,3,157.6927175821745,0
498.8939766447023,4,151.41911469484273,0
98.35585759947745,4,295.6487872091458,0
71.93333768899701,3,54.51202572697484,0
165.85804061867628,2,249.99219495441935,0
99.20458286043016,4,209.498061985863,0
425.84620063301054,1,61.73317487542422,0
150.08936154467236,3,214.1941301470186,0
305.7563417590079,3,192.3934852656657,0
63.54806122625825,1,122.47549525817674,0
129.95000062615793,2,258.1590778095038,0
33.952398850336365,1,52.176177382925445,0
302.0577023707723,1,276.3651637669865,0
432.7518790372873,3,128.78585459344197,0
13551.03248795044,7,3372.8837492949033,1
5220.706405573467,11,4121.385590265945,1
292.7471873135014,1,279.19935852774216,0
51.031145730511554,1,270.1091645027527,0
468.30087735854477,4,277.8755123774395,0
68.22782016459948,1,274.8837155392232,0
143.2339849660071,1,63.19872589227508,0
20809.598831383824,10,2847.2965338066015,1
246.45396519649313,3,248.88748734089816,0
275.500533509827,1,98.38556036038551,0
12.03469738346389,1,87.60713515485448,0
10697.787987921198,11,6360.854773218486,1
11.937013863999468,2,86.98338412481641,0
42.31708698033041,4,74.1182922657314,0
367.1741448899681,4,281.8690284913681,0
403.6708943135546,4,282.2428354611397,0
352.5084215895359,2,253.29032500096096,0
497.125462805641,1,258.10508102905436,0
12507.183236691835,12,9870.031264057196,1
242.6535249764466,2,168.56831461520136,0
423.27084686830017,4,101.5511475192173,0
42.32986076796087,1,55.43814381378161,0
134.52156453669951,3,286.46205742401946,0
257.31638495383754,1,263.2202313858643,0
358.98185656951534,1,169.94037516470726,0
209.1047003236941,2,108.56758148641283,0
10610.851448918547,15,3170.2156571705596,1
376.50368735311065,3,88.28904202666017,0
11945.755472382989,12,6740.803879885321,1
450.90194418798285,4,293.4356381731129,0
205.0951279715128,2,296.5988767462728,0
455.39473754239094,1,95.38820206687538,0
39.076100183772496,3,70.82973853069078,0
418.3125159004092,3,267.08253665343045,0
191.2176395286475,2,226.12096315323623,0
70.44285361670393,1,89.64626727481166,0
74.28515810558673,2,91.19120262403963,0
413.34490383606317,3,269.59371855008163,0
397.8115230611961,3,82.36912560919723,0
307.9318741171007,1,282.7934007199971,0
461.07127942777083,4,70.11830333323697,0
307.8588268847634,3,228.41877661737354,0
38.09277184132546,2,245.43149712968486,0
463.53855759506865,3,297.4301621561028,0
147.5643918663155,4,52.16475277855923,0
270.8426935640424,4,202.23211340111158,0
11222.270833926548,11,7998.439247772414,1
347.07910411136453,4,202.92990972723922,0
445.19272606211405,1,163.453318556549,0
171.14101182433228,4,225.6278359480153,0
247.06020909388818,3,124.46463112507799,0
439.42328722041236,2,110.86831440302817,0
342.5537759411192,1,54.0156812694771,0
459.092217166743,2,283.0716031033892,0
314.99584156945934,4,278.02886582619294,0
422.7381618241203,4,73.70654148717495,0
499.13554416888775,3,89.90086351750807,0
95.8778161070002,2,153.58913256034958,0
91.55175825600637,3,257.2393010932713,0
10919.536857276293,15,3389.9984419956327,1
54.34069734370829,4,208.11151908481125,0
277.28059469369305,3,172.3672626851894,0
383.7998463279324,1,147.36950345818326,0
83.88689573692946,2,164.32393389796988,0
203.48818805356353,2,250.58417484788987,0
156.75043023370034,4,127.16479904749966,0
23.070437731730593,2,165.8263697820301,0
311.5128125944422,2,99.6570103940465,0
474.06074388954863,4,129.95534475781392,0
114.41085837190306,3,281.1030308583755,0
109.11596053825265,3,181.05516122579104,0
280.3145538309453,2,191.40455580719077,0
436.92512759574964,2,74.16312045601742,0
161.11529925096835,4,250.6379065952377,0
336.6781940953333,4,226.2002575123391,0
431.5031300216857,1,185.4022838735181,0
377.8989648792317,3,200.06418147493275,0
418.2302081756524,1,134.7649715260069,0
192.3556100576567,3,291.7741349510569,0
263.32832342065325,3,90.14663508175195,0
486.20874145400416,2,78.59410163057183,0
42.153982763642276,3,169.33027879419436,0
369.01160968922375,2,65.86427479889934,0
424.0347088814861,1,96.07279983385152,0
379.12604496891237,1,215.7656292941148,0
15.757511297945946,1,185.44208457419592,0
10318.038571870737,8,6035.10004289415,1
366.33996475250484,1,223.90906323488315,0
206.85126480914514,1,84.66687337412245,0
179.930369602024,2,142.74974505181555,0
52.26979568295353,1,292.42935347362993,0
321.15927393697825,3,127.2729052367527,0
293.77392652894696,2,152.6232590589438,0
435.1950450409557,3,216.56132258469145,0
310.3544202376901,4,137.73366577615298,0
349.4304671097,4,94.71536146753158,0
388.9545563718357,2,170.45888094719078,0
250.81654216023418,2,173.76443572945223,0
152.69590224117542,1,225.49158018435367,0
129.49746358273669,4,244.8981630627411,0
377.98048666877736,4,135.31476111047223,0
22698.88434536861,9,7014.327488844456,1
392.193249967159,4,291.9837760731087,0
227.14390496520386,1,256.8422114207441,0
392.2458092879829,1,209.24171695011012,0
384.7153303506961,2,212.87387543322035,0
486.7797678912906,4,168.44793678033747,0
24.635500162208437,4,90.40968401828427,0
270.44832125576045,2,50.80037827602905,0
188.27953528724046,4,222.17699861004147,0
213.04985606667623,4,120.14990391529923,0
109.5009963978875,1,217.39932993062973,0
65.61251424367306,2,82.85887382161428,0
478.9720201334425,4,259.0679687132272,0
205.8660858631544,2,188.8461443257614,0
414.4353770625008,2,289.98296361007107,0
273.3607390779547,2,60.943709307676464,0
491.5879244719349,1,125.2655961001534,0
14465.135860659604,11,7867.178944996237,1
462.65550012220444,3,274.6367332320393,0
302.0954967881235,3,196.46291423741957,0
133.3097537115325,2,228.042082984429,0
13311.493034981599,8,6438.347826409847,1
19.91951929948693,4,70.22950982752283,0
215.88583586559892,1,280.41461823100747,0
21632.970039093212,15,3359.4427093403147,1
150.05837376588667,2,162.83083971891827,0
20.015560147974764,4,275.6344280501776,0
424.84055336889617,2,140.67861832643257,0
170.1484290561911,4,260.55802131901896,0
213.51316601640954,3,120.82804982115792,0
262.79009100483336,4,209.1494774587337,0
246.48849434740927,1,181.22818594200237,0
310.6021192929256,1,178.65299089810512,0
167.14532332036993,1,176.12400158944416,0
22214.929557268093,7,3805.9019839592684,1
461.5103058113353,1,257.13268412903244,0
146.92630511958598,3,175.3020299952404,0
375.6168220331027,4,226.8773285685926,0
400.5305128518697,2,189.21043265496317,0
202.0617528292499,4,280.00496654503337,0
176.98703209757178,2,190.04251904977818,0
470.75599192834943,4,78.86902775634864,0
35.65489072221947,4,72.14228015055394,0
294.44637501683894,2,95.17915471587094,0
365.60138873623714,4,61.535911625540685,0
368.9539292023859,3,82.48744147771343,0
257.1256070218244,4,137.480731770924,0
29.256968179742596,4,133.45448573454314,0
482.3018114940612,2,52.514852421996366,0
389.53312320627214,3,256.1414386436225,0
458.81598933653277,1,131.86125043954286,0
430.17667617489207,2,207.91422630410491,0
369.00427481713393,4,271.09244685379235,0
360.9807766014661,2,118.17012935796201,0
82.8990109689016,2,154.10327527910806,0
357.89893725263016,4,277.5953856261133,0
411.7075633902334,3,282.0327706002172,0
211.87339960773627,3,266.1430614852596,0
242.41406948560603,2,59.42440927829385,0
272.7386520955383,4,144.08439518609035,0
293.07203812045947,3,148.9843541563926,0
252.1258494181211,2,134.58881242726517,0
124.19241619966802,2,277.34941861993445,0
16060.923910524989,8,8722.96119328076,1
254.04089797756217,3,263.19995642308197,0
84.20555787080387,1,208.6626458946565,0
283.84929703321234,1,129.07411393182502,0
269.76891364387154,1,230.10061566618137,0
436.60050179711294,4,69.80232392291184,0
192.57762512765495,2,135.84028594021675,0
480.1367969110312,1,284.7521579354999,0
424.28107412437765,4,274.02420854309065,0
184.71146786536391,2,164.56141139421396,0
274.2269326338578,1,236.85747553750323,0
7883.244250741382,10,6064.466314422205,1
139.85857608039353,2,189.87049070683148,0
75.68889403291038,1,288.00080135356984,0
229.4272977973499,3,217.42741342607405,0
258.6146004869796,2,227.00889132457522,0
38.62343520128299,4,218.757314937746,0
195.26708011080447,1,99.13836309121172,0
457.20873227564766,2,87.46895071082484,0
233.73657067963285,4,116.85733719314949,0
99.24009760655443,4,118.03228200793995,0
327.1013336796839,1,156.48293883553418,0
450.1555407451644,1,297.2394200735815,0
118.74834633378696,3,53.30727615569154,0
11.309644796832947,1,95.17418239807787,0
206.14761678123932,1,255.88874937888164,0
186.93550563424765,4,148.67342732585954,0
347.82449290586385,3,62.55955237878051,0
133.06691038812824,3,96.33465257434133,0
193.0326704468365,3,107.97966656400358,0
181.42121916502884,1,148.1335916147043,0
238.6591785388725,3,63.99248069916456,0
53.38080374234621,2,264.60209534243006,0
445.2044391342137,1,195.07146190328035,0
206.4992481323255,1,191.16001051064168,0
88.04065434616776,3,178.89379637718645,0
376.3542104929957,2,153.66911195191165,0
47.83765496562152,1,299.80152066709326,0
272.3418972588748,2,264.25701260707035,0
264.9106050582865,1,167.29954999749094,0
5619.095254137052,12,6306.674127515217,1
12077.614687874942,12,8158.389840844047,1
15.56527021399177,3,248.2009771719601,0
203.91921401599808,3,141.57057582596445,0
52.69038626074981,1,296.5122361625282,0
27.183698901039648,4,72.57138806489417,0
107.26836368798126,1,235.0828485276976,0
300.65779761686656,2,97.93807480521778,0
399.44911140301593,1,101.08125630719299,0
440.81182312161684,1,261.42853457307,0
243.9905057187727,4,200.7863173334812,0
438.76237360238605,4,68.17243392667615,0
12516.651295374311,9,6763.2576724709115,1
134.1953218125384,1,100.64625315768545,0
411.01637808927325,1,50.151635857897844,0
204.35459917040922,1,296.57077331106336,0
22279.935193807065,6,2116.2995606940135,1
386.3158955873393,4,156.70990116272804,0
449.3339093157501,1,70.9078297563548,0
430.68649759326047,3,121.19041439900056,0
102.13626375558677,2,279.78770998367264,0
206.89255048489994,2,203.67400576784738,0
9557.567545167922,10,7572.536198582012,1
70.08587794659232,3,94.79738554399736,0
437.83812197083506,1,140.5535996996329,0
443.89095342472285,3,278.9751755919574,0
233.7086823211365,4,246.38870887882126,0
396.6663940182547,3,155.48753776839396,0
346.4813060607417,3,297.7143690330421,0
429.29479265022917,3,191.12110898093124,0
331.02527591418794,2,159.82055181724553,0
194.87345489221468,3,223.54889109634016,0
30.964209904922825,4,142.10823275418318,0
10017.265136409642,12,8524.577011818132,1
15643.821477851072,9,2596.034638186798,1
438.8964404838278,3,65.82796759196498,0
266.3047534146376,2,207.71334731538977,0
315.0830738467746,3,255.7254132997197,0
471.82003577103853,1,77.66318628348402,0
24873.730987783085,8,3102.3592717209417,1
440.70793355632804,1,188.68810413817025,0
418.2788612857313,4,288.43282227036775,0
103.05318198801733,3,262.4790521214218,0
21.104098535623486,4,214.04394948175084,0
20.429578457033745,2,186.27391268376002,0
353.8995373376282,4,147.2079281883452,0
405.1600899952751,3,101.04137274607518,0
15258.829263863818,5,3833.971183748976,1
214.64162062881718,3,183.3092918827862,0
64.8052012159152,3,289.58468192373994,0
98.50182248933207,4,99.9944283422239,0
23.120077609467817,3,108.31265305190047,0
97.72522103759317,2,229.61104364315455,0
133.0990889715796,2,294.0696179172588,0
66.5623880906428,1,136.46645288042828,0
447.67888686968865,4,291.71446122106863,0
181.88414520754577,2,103.45508873244052,0
340.6857132649383,4,74.72232138581937,0
309.94850450996694,3,169.59161486459533,0
417.1233129943679,1,228.7646254068852,0
479.71061323005836,1,160.86782527704594,0
315.20080974676375,3,51.723768273337505,0
250.66702976082257,1,138.88633864099407,0
467.3545212809028,2,76.78975265834075,0
196.6327874942993,1,107.1618722551087,0
45.49926548153618,4,149.34455312019924,0
322.83793124936705,3,180.29513038240455,0
98.13850198735751,1,139.04273529099765,0
12508.839505884505,5,3787.7263184403137,1
13789.206382809129,9,4066.3761923436114,1
286.6982294604873,3,205.24140484460344,0
178.45003403920919,2,129.50789708473087,0
37.164917383130515,1,58.471336140547905,0
168.1887614624139,3,119.15263652352499,0
182.64723511273,1,236.11745314414847,0
413.2503548046486,3,176.33029840016033,0
263.4996131596305,3,103.97336579208154,0
273.85587961117267,3,175.85420996840975,0
83.6057323003818,3,78.14086957526044,0
459.75601287804443,2,132.9622909335371,0
370.6210105841961,4,193.65840952261604,0
28.096208845129034,2,50.144550796097406,0
206.00159254134624,4,176.82276387576434,0
400.84009965183145,4,67.29207025265272,0
229.5340290603156,3,172.56444684348372,0
199.0524214490905,1,149.84341028863224,0
73.2277884681414,4,294.7749856584381,0
103.27682220854177,4,237.78928345000077,0
106.86740700119061,3,175.96121444782028,0
308.72003066252984,4,180.1499969115932,0
298.52626460264355,4,157.40501007357943,0
358.2500690944693,4,76.86796100625979,0
435.5679864108963,4,59.69506477489598,0
386.7578775010653,4,131.88461349214387,0
482.85611054307606,1,127.08229911223172,0
222.07884279957997,4,118.40091122721434,0
180.01901683788057,3,265.6504488957252,0
255.29688097821654,3,102.72177704872,0
222.1165011706599,2,194.40193146211266,0
274.42440368280455,3,50.06986395678979,0
27.011400174870115,2,186.51351621687232,0
304.48402712544714,2,252.58663228019978,0
186.04895192512276,4,69.44022699072254,0
420.654144521295,3,231.4009720135793,0
17272.850988817423,5,6850.170856966363,1
427.19750079054097,1,293.72926052579476,0
12175.362134598392,6,7437.215135969226,1
18555.512789738717,12,4991.076881196761,1
303.2329676783778,1,169.33432473922886,0
419.95293030045167,4,98.52962478832941,0
149.86005169439326,1,192.97469876245825,0
114.59956129007503,1,190.93703591331098,0
311.94929172233793,2,154.0933221114648,0
111.21077496449657,3,108.35819609209483,0
117.55687861362786,1,114.44159957065706,0
210.47381729761645,2,207.05503773421853,0
440.64493344429013,3,107.19132021146967,0
350.50641328494714,4,67.02718045377172,0
157.70035501789224,1,64.37160145833779,0
369.8981279496984,3,272.3022325045385,0
21275.171119140854,8,6204.676672854676,1
161.85275174374007,3,159.46200808965688,0
11.445888073782154,1,63.59636808613391,0
394.49408479330833,3,197.98275705581702,0
438.59659439264095,2,77.1266982200365,0
447.38363349190325,4,73.25037549082931,0
442.21718979402533,2,263.21170833819343,0
433.1095923060099,4,297.5757796080038,0
152.27511879898657,3,225.9799839809667,0
220.98595241930582,3,261.8058401702217,0
212.0365907646823,4,293.1226472424444,0
386.6080223550806,4,194.2503689105887,0
453.7256618314612,1,105.79130046937777,0
269.752823915313,3,156.47818993450954,0
441.869122495423,2,204.45417474085514,0
219.87082956313986,4,146.51058323123215,0
347.27019556377866,1,251.46669331226005,0
23270.903387911654,8,8610.979489448135,1
446.7614615379121,3,199.2642444697137,0
40.10843455966007,3,278.3186040963991,0
345.9837408644142,2,155.51760503862062,0
212.27769006226413,4,215.8762277871414,0
161.6997937828437,4,155.64566712132356,0
20592.16587221992,5,5446.044425321016,1
260.00816386780986,4,191.0112951909972,0
124.09550419899523,3,134.5304314528441,0
18820.525911318968,15,4563.681432874325,1
351.8925221721234,3,211.55195537296376,0
11609.726989470117,13,5482.460616494198,1
313.22078018561007,1,116.64457006790752,0
413.5884036421595,3,73.39700785405114,0
41.82894991336709,4,170.2987643268896,0
361.4080974188297,4,235.53033284358403,0
31.452818962017027,1,130.82065625848537,0
376.80607627547425,3,73.52552219196639,0
124.2860103763691,1,258.6633698046208,0
394.0406813524888,3,65.3256429471775,0
155.20601870946098,2,279.987362712862,0
283.00479732263216,3,103.7683178646827,0
145.14437421585075,4,202.0250504712299,0
151.0446583063575,4,260.62497887646816,0
161.54041038061146,1,166.90073844204363,0
20.51193477809654,2,201.36589612048408,0
428.82086769369215,3,56.774438878910075,0
108.09940314357901,4,72.50415197827336,0
195.02980724497735,4,249.43515626015179,0
331.59804901310747,4,263.3974539441913,0
23233.389293025946,6,6443.74078240461,1
252.12407550572462,1,217.56340579357496,0
436.43377759796255,1,149.70320872347656,0
475.6398525211828,1,129.87353293680758,0
77.27495163928218,3,214.48982609595598,0
24276.025488624793,15,5938.553297428685,1
7403.33631138969,14,6623.8978175015645,1
370.8125993385679,4,187.2891607854311,0
349.4144676754922,2,179.96777358639704,0
59.64061137835562,2,80.85564339126887,0
176.04811289016723,4,219.59712858040078,0
401.243750295811,2,262.72410324733835,0
347.84090685087415,3,195.0508167953347,0
99.53377983536862,1,217.30137953327883,0
24804.417570832116,9,6274.761516275219,1
410.0640780482951,4,197.41998019080523,0
237.70730923646198,2,122.6955611217596,0
434.0373943363591,1,192.52919591828535,0
384.82946737258413,4,72.49897790262689,0
251.8907337608022,1,264.3143416290957,0
207.84197443421075,2,243.63260045543177,0
221.48720598495078,3,274.1575348992394,0
277.65952595337507,4,57.17856658927168,0
53.89506399356675,4,68.80724623755547,0
468.61066821553453,1,102.889367102032,0
136.14247501295802,1,287.5225006606523,0
64.99579220343837,3,149.82098097372432,0
154.52620019834762,4,167.9303607545142,0
205.0171321325482,3,75.96231684449177,0
10.532463670258107,3,275.8658435559397,0
136.76853209153,2,299.719879215067,0
56.98249866442314,4,150.64201050377665,0
313.9830849509843,2,166.54945723639779,0
207.42106181519407,2,129.24989752490967,0
387.0615657272331,4,179.95092675480328,0
475.70779745561936,2,155.18667039226028,0
410.34180458210653,2,92.60003314438376,0
109.49915192624738,1,178.9867552253417,0
6406.567848005702,10,6063.556427460781,1
161.6155645235697,3,82.54559902320128,0
233.00896383442665,4,187.3851732221701,0
22184.779299550824,15,7536.888920418247,1
272.0731599014848,1,213.13406071741525,0
359.0240543920524,3,255.91512222265973,0
100.86735692643855,4,170.1443718244732,0
320.1163542988981,3,201.4765156077294,0
146.58873938438808,3,295.5001730756145,0
11.802725206501107,4,97.08711283839948,0
259.51779207847017,2,249.22633508221676,0
225.20372845854598,2,286.08483365017355,0
23217.64997542292,15,3156.1792443788718,1
26.917473207277023,4,292.60051706373787,0
54.68648049605321,3,79.40580952672342,0
8431.22085926477,8,5770.030138958626,1
233.53146136000626,2,279.1249699756714,0
122.76547629849745,1,259.3600425093938,0
251.67203441506592,4,172.16128255193138,0
23385.416573807404,12,7310.314009388049,1
268.94871050141825,3,290.22339232683265,0
60.824341647127284,1,270.96471541145434,0
89.667883824341,4,209.99214812331053,0
218.60955890711315,4,297.2217830315134,0
68.84332681544842,3,284.20130404889085,0
322.0742661608186,4,133.73655191802095,0
251.37975521018268,3,261.72471488354427,0
27.197789529756776,4,249.29093014415866,0
62.943082791630815,2,274.10714304271846,0
102.28776554646986,3,210.6724964805551,0
423.95894192515175,2,200.18157881637487,0
367.69063235472237,4,204.3225743930054,0
414.2144721091619,2,221.57118090314822,0
274.15596813405944,3,246.02084890473662,0
7538.719166973671,6,8855.852953942183,1
129.77220343283366,1,211.5538291622185,0
28.313019030331258,2,163.2846286910554,0
415.48034425958116,2,91.5251956912688,0
15075.151454607676,13,7096.301221685892,1
277.0708122910721,3,93.34277274332936,0
409.4490567613625,2,162.28485482430074,0
368.46380545093484,1,165.38192802738484,0
17307.02570294693,5,4526.672595346518,1
17704.967319594656,9,3202.0114532795424,1
492.4273472169694,4,214.01696875438236,0
18298.909698371026,10,4864.096748533671,1
21941.21554761839,15,7016.982964726538,1
203.89722551622816,2,255.96906302084608,0
147.71205008532175,1,224.94080597771517,0
283.646204424308,2,94.76097912288697,0
191.49704358243824,4,112.67201803567144,0
104.97278187280725,2,113.28215785510125,0
78.21180300270076,2,272.2373914449048,0
132.10448848604028,4,294.64106791250106,0
10174.03189492031,6,2351.194028953956,1
407.89861973014604,1,237.10950771579346,0
353.9122451954825,3,236.80359586382588,0
453.89541259117533,3,166.84172324394996,0
277.1067158595194,2,213.6185772681142,0
251.4579565300985,1,220.11288491679792,0
437.25518070838075,1,185.2190110431837,0
192.62880541634524,3,51.25229485242762,0
406.129709576315,3,128.23950711578004,0
174.7502012233655,3,65.53095766586956,0
293.1566081451357,4,223.40563938763762,0
125.51744950844751,4,100.63818421990825,0
166.29845180320902,2,86.21302030446245,0
375.85588630958756,1,214.66885093360295,0
143.64355338767663,3,162.38883279708585,0
400.70247446414743,3,249.74691256523766,0
493.8674074916705,3,151.5848336970232,0
484.3838709997106,1,157.80894812185636,0
186.95384275329533,3,256.5319187169289,0
